date,ticker,adj_close,volume
2023-01-03,AAPL,123.33065032958984,112117500
2023-01-03,AMZN,85.81999969482422,76706000
2023-01-03,GOOGL,88.50953674316406,28131200
2023-01-03,JNJ,163.68861389160156,6344900
2023-01-03,JPM,125.49224090576172,11054800
2023-01-03,META,123.97571563720705,35528500
2023-01-03,MSFT,234.423583984375,25740000
2023-01-03,NVDA,14.301480293273926,401277000
2023-01-03,TSLA,108.0999984741211,231402800
2023-01-03,V,203.1567840576172,4202800
2023-01-04,AAPL,124.60271453857422,89113600
2023-01-04,AMZN,85.13999938964844,68885100
2023-01-04,GOOGL,87.4766616821289,34854800
2023-01-04,JNJ,165.47071838378906,9788800
2023-01-04,JPM,126.6624526977539,11687600
2023-01-04,META,126.58961486816406,32397100
2023-01-04,MSFT,224.16912841796875,50623400
2023-01-04,NVDA,14.735069274902344,431324000
2023-01-04,TSLA,113.63999938964844,180389000
2023-01-04,V,208.27024841308597,6606200
2023-01-05,AAPL,123.28134155273438,80962700
2023-01-05,AMZN,83.12000274658203,67930800
2023-01-05,GOOGL,85.60955047607422,27194400
2023-01-05,JNJ,164.2489471435547,6255300
2023-01-05,JPM,126.63439178466795,8381300
2023-01-05,META,126.1622543334961,25447100
2023-01-05,MSFT,217.52525329589844,39585600
2023-01-05,NVDA,14.251527786254885,389168000
2023-01-05,TSLA,110.33999633789062,157986300
2023-01-05,V,206.80088806152344,5246000
2023-01-06,AAPL,127.81736755371094,87754700
2023-01-06,AMZN,86.08000183105469,83303400
2023-01-06,GOOGL,86.74173736572266,41381500
2023-01-06,JNJ,165.5809783935547,5706000
2023-01-06,JPM,129.05758666992188,10029100
2023-01-06,META,129.22337341308594,27584500
2023-01-06,MSFT,220.08888244628903,43613600
2023-01-06,NVDA,14.844966888427734,405044000
2023-01-06,TSLA,113.05999755859376,220911100
2023-01-06,V,213.30532836914065,6829700
2023-01-09,AAPL,128.33999633789062,70790800
2023-01-09,AMZN,87.36000061035156,65266100
2023-01-09,GOOGL,87.41706848144531,29003900
2023-01-09,JNJ,161.29103088378906,7925300
2023-01-09,JPM,128.52427673339844,8482300
2023-01-09,META,128.6767578125,26649100
2023-01-09,MSFT,222.2317352294922,27369800
2023-01-09,NVDA,15.613240242004396,504231000
2023-01-09,TSLA,119.7699966430664,190284000
2023-01-09,V,214.1379852294922,6294500
2023-01-10,AAPL,128.91192626953125,63896200
2023-01-10,AMZN,89.87000274658203,67756600
2023-01-10,GOOGL,87.81434631347656,30467800
2023-01-10,JNJ,160.90521240234375,5047500
2023-01-10,JPM,129.67510986328125,9048700
2023-01-10,META,132.17518615722656,28684400
2023-01-10,MSFT,223.92453002929688,27033900
2023-01-10,NVDA,15.893975257873535,384101000
2023-01-10,TSLA,118.8499984741211,167642500
2023-01-10,V,216.5771484375,10857000
2023-01-11,AAPL,131.63356018066406,69458900
2023-01-11,AMZN,95.08999633789062,103126200
2023-01-11,GOOGL,90.89309692382812,26862000
2023-01-11,JNJ,160.6479949951172,6494800
2023-01-11,JPM,130.63876342773438,8703700
2023-01-11,META,132.07579040527344,25423000
2023-01-11,MSFT,230.69558715820312,28669300
2023-01-11,NVDA,15.985888481140137,353285000
2023-01-11,TSLA,123.22000122070312,183810800
2023-01-11,V,217.56651306152344,5408200
2023-01-12,AAPL,131.55465698242188,71379600
2023-01-12,AMZN,95.2699966430664,85254800
2023-01-12,GOOGL,90.50576782226562,30258100
2023-01-12,JNJ,159.839599609375,4269400
2023-01-12,JPM,130.50778198242188,11001700
2023-01-12,META,135.8723907470703,30757700
2023-01-12,MSFT,233.3765869140625,27269500
2023-01-12,NVDA,16.495403289794922,551409000
2023-01-12,TSLA,123.55999755859376,169400900
2023-01-12,V,219.05551147460935,4264400
2023-01-13,AAPL,132.88587951660156,57809700
2023-01-13,AMZN,98.12000274658205,85549400
2023-01-13,GOOGL,91.4889907836914,26329200
2023-01-13,JNJ,159.3159942626953,6088000
2023-01-13,JPM,133.80111694335938,20200000
2023-01-13,META,136.14073181152344,22423800
2023-01-13,MSFT,234.0811004638672,21333300
2023-01-13,NVDA,16.883041381835938,447287000
2023-01-13,TSLA,122.4000015258789,180714100
2023-01-13,V,218.5069580078125,4283200
2023-01-17,AAPL,134.04946899414062,63646600
2023-01-17,AMZN,96.0500030517578,72755000
2023-01-17,GOOGL,90.6646728515625,32602400
2023-01-17,JNJ,158.3330841064453,6053300
2023-01-17,JPM,131.7334442138672,14292900
2023-01-17,META,134.53065490722656,21147600
2023-01-17,MSFT,235.177001953125,29831300
2023-01-17,NVDA,17.68528175354004,511102000
2023-01-17,TSLA,131.49000549316406,186477000
2023-01-17,V,218.4481658935547,6101100
2023-01-18,AAPL,133.32965087890625,69672800
2023-01-18,AMZN,95.45999908447266,79570400
2023-01-18,GOOGL,90.49584197998048,29116700
2023-01-18,JNJ,155.94467163085938,7047800
2023-01-18,JPM,127.77582550048828,13392600
2023-01-18,META,132.2050018310547,20215500
2023-01-18,MSFT,230.73472595214844,30028700
2023-01-18,NVDA,17.3605899810791,439624000
2023-01-18,TSLA,128.77999877929688,195680300
2023-01-18,V,214.9804229736328,6558000
2023-01-19,AAPL,133.38880920410156,58280400
2023-01-19,AMZN,93.68000030517578,69002700
2023-01-19,GOOGL,92.4126205444336,37000400
2023-01-19,JNJ,155.7333984375,6939500
2023-01-19,JPM,126.0730209350586,13303400
2023-01-19,META,135.31582641601562,28625200
2023-01-19,MSFT,226.93821716308597,28623000
2023-01-19,NVDA,16.749168395996094,452932000
2023-01-19,TSLA,127.16999816894533,170291900
2023-01-19,V,215.9110412597656,4853100
2023-01-20,AAPL,135.95262145996094,80223600
2023-01-20,AMZN,97.25,67481500
2023-01-20,GOOGL,97.34857177734376,63191100
2023-01-20,JNJ,155.00767517089844,8620600
2023-01-20,JPM,126.38175201416016,13092500
2023-01-20,META,138.51608276367188,28688600
2023-01-20,MSFT,235.04983520507807,35389800
2023-01-20,NVDA,17.822153091430664,564967000
2023-01-20,TSLA,133.4199981689453,138858100
2023-01-20,V,219.7313995361328,5211000
2023-01-23,AAPL,139.1475830078125,81760300
2023-01-23,AMZN,97.5199966430664,76501100
2023-01-23,GOOGL,99.10645294189452,40005100
2023-01-23,JNJ,154.61268615722656,8425400
2023-01-23,JPM,128.4307403564453,10487100
2023-01-23,META,142.3922119140625,27470100
2023-01-23,MSFT,237.35899353027344,31934000
2023-01-23,NVDA,19.17487525939941,655163000
2023-01-23,TSLA,143.75,203119200
2023-01-23,V,219.60406494140625,5501500
2023-01-24,AAPL,140.54782104492188,66435100
2023-01-24,AMZN,96.31999969482422,66929500
2023-01-24,GOOGL,97.03076171875,33078500
2023-01-24,JNJ,154.61268615722656,10541800
2023-01-24,JPM,129.53477478027344,6945000
2023-01-24,META,142.2629852294922,21970200
