date,ticker,title,description,url,source,domain,provider
2025-09-21,GOOGL,Alphabet ( GOOGL ) Google Cloud Secures £400 Million united kingdom Ministry of Defence Contract,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2024/06/06161639/pawel-czerwinski-fpZZEV0uQwA-unsplash.jpg,https://www.insidermonkey.com/blog/alphabets-googl-google-cloud-secures-400-million-uk-ministry-of-defence-contract-1613447/,insidermonkey.com,www.insidermonkey.com,gdelt
2025-09-21,GOOGL,Research firm Citizens thinks Google has won the AI browser war before it even began ( GOOG : NASDAQ ) ,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2211981905/image_2211981905.jpg?io=getty-c-w750,https://seekingalpha.com/news/4496587-research-firm-citizens-thinks-google-has-won-the-ai-browser-war-before-it-even-began,seekingalpha.com,seekingalpha.com,gdelt
2025-09-21,GOOGL,Tech companies warn H - 1B visa holders to avoid foreign travel,https://biztoc.com/cdn/8ea5d1d523e00488_s.webp,https://biztoc.com/x/8ea5d1d523e00488,biztoc.com,biztoc.com,gdelt
2025-09-21,GOOGL,LongView Wealth Management Increases Stock Position in Alphabet Inc . $GOOG,,https://www.themarketsdaily.com/2025/09/21/longview-wealth-management-increases-stock-position-in-alphabet-inc-goog.html,themarketsdaily.com,www.themarketsdaily.com,gdelt
2025-09-21,GOOGL,Financiere des Professionnels Fonds d investissement inc . Makes New Investment in Alphabet Inc . $GOOG,,https://www.defenseworld.net/2025/09/21/financiere-des-professionnels-fonds-d-investissement-inc-makes-new-investment-in-alphabet-inc-goog.html,defenseworld.net,www.defenseworld.net,gdelt
2025-09-21,GOOGL,What Is 1 of the Best Artificial Intelligence ( AI ) Stocks to Buy Now ? ,https://g.foolcdn.com/editorial/images/829428/cloud-ai.jpg,https://www.fool.com/investing/2025/09/21/one-best-ai-stocks-buy-now/,fool.com,www.fool.com,gdelt
2025-09-21,GOOGL,"Got $3 , 000 ? 2 Artificial Intelligence ( AI ) Stocks to Buy and Hold for the Long Term",https://media.zenfs.com/en/motleyfool.com/34d856d8d647df539a53278016bed134,https://finance.yahoo.com/news/got-3-000-2-artificial-220000479.html,finance.yahoo.com,finance.yahoo.com,gdelt
2025-09-21,JNJ,Charlie Kirk Memorial: Trump Says He’ll Award Kirk Presidential Medal Of Freedom,"Erika Kirk, the slain activist’s widow who took over as CEO of Turning Point USA, also addressed the crowd of mourners at State Farm Stadium.",https://www.forbes.com/sites/zacharyfolk/2025/09/21/charlie-kirk-memorial-trump-says-hell-award-kirk-presidential-medal-of-freedom/,Forbes,www.forbes.com,newsapi
2025-09-21,JNJ,"Bears offseason timeline: Every notable move made by Chicago in 2025, from Ben Johnson hire to Joe Thuney trade","Chicago might have been the 2025 ""offseason champs.""",https://www.sportingnews.com/us/nfl/news/bears-2025-offseason-timeline-ben-johnson/2c98e695044d4fe2c0fafb7d,Sporting News,www.sportingnews.com,newsapi
2025-09-21,JNJ,Johnson & Johnson’s (JNJ) Dividend Growth Record Strengthens its Role in Dividend Paying Stocks,Johnson & Johnson (NYSE:JNJ) is included among the 12 Best Dividend Paying Stocks to Buy Now. Johnson & Johnson (NYSE:JNJ) is a major player in the...,https://finance.yahoo.com/news/johnson-johnson-jnj-dividend-growth-032507033.html,Yahoo Entertainment,finance.yahoo.com,newsapi
2025-09-21,JNJ,Johnson & Johnson $JNJ Stock Holdings Trimmed by BDF Gestion,,https://www.themarketsdaily.com/2025/09/21/johnson-johnson-jnj-stock-holdings-trimmed-by-bdf-gestion.html,themarketsdaily.com,www.themarketsdaily.com,gdelt
2025-09-21,JNJ,UMB Bank n . a . Acquires 957 Shares of Johnson & Johnson $JNJ,,https://www.themarketsdaily.com/2025/09/21/umb-bank-n-a-acquires-957-shares-of-johnson-johnson-jnj.html,themarketsdaily.com,www.themarketsdaily.com,gdelt
2025-09-21,JNJ,Financiere des Professionnels Fonds d investissement inc . Sells 183 Shares of Johnson & Johnson $JNJ,,https://www.defenseworld.net/2025/09/21/financiere-des-professionnels-fonds-d-investissement-inc-sells-183-shares-of-johnson-johnson-jnj.html,defenseworld.net,www.defenseworld.net,gdelt
