date,ticker,adj_close,volume,sentiment_mean
2023-01-03,AAPL,123.33065032958984,112117500,-0.19796850893180817
2023-01-03,AMZN,85.81999969482422,76706000,0.07011439837515354
2023-01-03,GOOGL,88.50953674316406,28131200,-0.4213930858920018
2023-01-03,JNJ,163.68861389160156,6344900,0.2939763320609927
2023-01-03,JPM,125.49224090576172,11054800,-0.027717677255471546
2023-01-03,META,123.97571563720705,35528500,0.06440821457654237
2023-01-03,MSFT,234.423583984375,25740000,0.15993970166891813
2023-01-03,NVDA,14.301480293273926,401277000,0.2717964212099711
2023-01-03,SPY,367.1507873535156,74850700,
2023-01-03,TSLA,108.0999984741211,231402800,-0.07889225082471966
2023-01-03,V,203.1567840576172,4202800,0.3025678542132179
2023-01-04,AAPL,124.60271453857422,89113600,-0.28918165223052106
2023-01-04,AMZN,85.13999938964844,68885100,0.004686776199378073
2023-01-04,GOOGL,87.4766616821289,34854800,0.015418885586162409
2023-01-04,JNJ,165.47071838378906,9788800,0.17200599908828734
2023-01-04,JPM,126.6624526977539,11687600,0.024230392649769783
2023-01-04,META,126.58961486816406,32397100,-0.11940595687677463
2023-01-04,MSFT,224.16912841796875,50623400,-0.4969207653775811
2023-01-04,NVDA,14.735069274902344,431324000,0.018630431964993477
2023-01-04,SPY,369.9852600097656,85934100,
2023-01-04,TSLA,113.63999938964844,180389000,-0.5085558338711659
2023-01-04,V,208.27024841308597,6606200,0.1385660706087947
2023-01-05,AAPL,123.28134155273438,80962700,0.008124069916084409
2023-01-05,AMZN,83.12000274658203,67930800,-0.6852142697665841
2023-01-05,GOOGL,85.60955047607422,27194400,0.07429052285850048
2023-01-05,JNJ,164.2489471435547,6255300,0.010427574006219706
2023-01-05,JPM,126.63439178466795,8381300,-0.441328139975667
2023-01-05,META,126.1622543334961,25447100,-0.1237556142732501
2023-01-05,MSFT,217.52525329589844,39585600,-0.46634636726230383
2023-01-05,NVDA,14.251527786254885,389168000,0.5479482606053352
2023-01-05,SPY,365.7624816894531,76970500,
2023-01-05,TSLA,110.33999633789062,157986300,
2023-01-05,V,206.80088806152344,5246000,0.15948398935142905
2023-01-06,AAPL,127.81736755371094,87754700,-0.14903208538889884
2023-01-06,AMZN,86.08000183105469,83303400,-0.1586573808453977
2023-01-06,GOOGL,86.74173736572266,41381500,0.1632334147579968
2023-01-06,JNJ,165.5809783935547,5706000,0.4338023072729508
2023-01-06,JPM,129.05758666992188,10029100,-0.3083222401328385
2023-01-06,META,129.22337341308594,27584500,0.28749179063985747
2023-01-06,MSFT,220.08888244628903,43613600,0.06124069821089506
2023-01-06,NVDA,14.844966888427734,405044000,
2023-01-06,SPY,374.1501770019531,104189600,
2023-01-06,TSLA,113.05999755859376,220911100,-0.11237635463476181
2023-01-06,V,213.30532836914065,6829700,0.23090895228087902
2023-01-09,AAPL,128.33999633789062,70790800,0.02410842990502715
2023-01-09,AMZN,87.36000061035156,65266100,0.3703735728437702
2023-01-09,GOOGL,87.41706848144531,29003900,-0.12271021492779255
2023-01-09,JNJ,161.29103088378906,7925300,-0.29120932426303625
2023-01-09,JPM,128.52427673339844,8482300,-0.5336238206364214
2023-01-09,META,128.6767578125,26649100,-0.25495464059834677
2023-01-09,MSFT,222.2317352294922,27369800,0.6946368928998709
2023-01-09,NVDA,15.613240242004396,504231000,0.20293751591816545
2023-01-09,SPY,373.9381103515625,73978100,
2023-01-09,TSLA,119.7699966430664,190284000,-0.2634984218205015
2023-01-09,V,214.1379852294922,6294500,0.2889135451987386
2023-01-10,AAPL,128.91192626953125,63896200,0.22390868939045402
2023-01-10,AMZN,89.87000274658203,67756600,-0.13578569795936346
2023-01-10,GOOGL,87.81434631347656,30467800,0.06552543335904677
2023-01-10,JNJ,160.90521240234375,5047500,-0.32618444273248315
2023-01-10,JPM,129.67510986328125,9048700,0.16309267561882734
2023-01-10,META,132.17518615722656,28684400,0.19539960188170274
2023-01-10,MSFT,223.92453002929688,27033900,-0.014811075096459765
2023-01-10,NVDA,15.893975257873535,384101000,0.10016619336480896
2023-01-10,SPY,376.5604553222656,65358100,
2023-01-10,TSLA,118.8499984741211,167642500,-0.07208545925095677
2023-01-10,V,216.5771484375,10857000,0.048079954693093896
2023-01-11,AAPL,131.63356018066406,69458900,-0.05045464349677786
2023-01-11,AMZN,95.08999633789062,103126200,0.30523552745580673
2023-01-11,GOOGL,90.89309692382812,26862000,0.04487544746900147
2023-01-11,JNJ,160.6479949951172,6494800,-0.07312655122950673
2023-01-11,JPM,130.63876342773438,8703700,0.07048382082333167
2023-01-11,META,132.07579040527344,25423000,0.13780711218714714
2023-01-11,MSFT,230.69558715820312,28669300,0.4445427870377898
2023-01-11,NVDA,15.985888481140137,353285000,-0.11699919612146914
2023-01-11,SPY,381.3231201171875,68881100,
2023-01-11,TSLA,123.22000122070312,183810800,0.2994130104780197
2023-01-11,V,217.56651306152344,5408200,0.37921970188617704
2023-01-12,AAPL,131.55465698242188,71379600,0.018802052528104362
2023-01-12,AMZN,95.2699966430664,85254800,-0.07972961774265225
2023-01-12,GOOGL,90.50576782226562,30258100,-0.6134814161009022
2023-01-12,JNJ,159.839599609375,4269400,-0.023294383194297552
2023-01-12,JPM,130.50778198242188,11001700,-0.11389595794638521
2023-01-12,META,135.8723907470703,30757700,-0.765037702396512
2023-01-12,MSFT,233.3765869140625,27269500,0.1209964887239039
2023-01-12,NVDA,16.495403289794922,551409000,-0.18428621200534204
2023-01-12,SPY,382.71142578125,90157700,
2023-01-12,TSLA,123.55999755859376,169400900,0.02198137007653713
2023-01-12,V,219.05551147460935,4264400,0.27822875188818824
2023-01-13,AAPL,132.88587951660156,57809700,0.07262947058512105
2023-01-13,AMZN,98.12000274658205,85549400,-0.23034427454695106
2023-01-13,GOOGL,91.4889907836914,26329200,-0.30123797673732045
2023-01-13,JNJ,159.3159942626953,6088000,-0.1185621885981943
2023-01-13,JPM,133.80111694335938,20200000,-0.0035507740069399864
2023-01-13,META,136.14073181152344,22423800,-0.26494153519161046
2023-01-13,MSFT,234.0811004638672,21333300,-0.33840287989005446
2023-01-13,NVDA,16.883041381835938,447287000,0.05400179885327816
2023-01-13,SPY,384.1961059570313,63903900,
2023-01-13,TSLA,122.4000015258789,180714100,-0.5685149650089443
2023-01-13,V,218.5069580078125,4283200,0.48263680764163536
2023-01-17,AAPL,134.04946899414062,63646600,-0.007487549679353833
2023-01-17,AMZN,96.0500030517578,72755000,0.010704695712774992
2023-01-17,GOOGL,90.6646728515625,32602400,0.780635972507298
2023-01-17,JNJ,158.3330841064453,6053300,0.019005442410707472
2023-01-17,JPM,131.7334442138672,14292900,-0.1327735971659422
2023-01-17,META,134.53065490722656,21147600,-0.9471338307484984
2023-01-17,MSFT,235.177001953125,29831300,-0.4154964934568852
2023-01-17,NVDA,17.68528175354004,511102000,0.2503991028707888
2023-01-17,SPY,383.4923095703125,62677300,
2023-01-17,TSLA,131.49000549316406,186477000,0.012143967673182487
2023-01-17,V,218.4481658935547,6101100,0.19936168572998472
2023-01-18,AAPL,133.32965087890625,69672800,-0.11241304402938113
2023-01-18,AMZN,95.45999908447266,79570400,0.22743811209996542
2023-01-18,GOOGL,90.49584197998048,29116700,0.017239339649677277
2023-01-18,JNJ,155.94467163085938,7047800,0.027102662436664104
2023-01-18,JPM,127.77582550048828,13392600,0.06078883761074394
2023-01-18,META,132.2050018310547,20215500,-0.6138077833068868
2023-01-18,MSFT,230.73472595214844,30028700,-0.8152174000543627
2023-01-18,NVDA,17.3605899810791,439624000,-0.00781909671301643
2023-01-18,SPY,377.437744140625,99632300,
2023-01-18,TSLA,128.77999877929688,195680300,0.017184314434416592
2023-01-18,V,214.9804229736328,6558000,0.20044140974906358
2023-01-19,AAPL,133.38880920410156,58280400,0.1574892284697853
2023-01-19,AMZN,93.68000030517578,69002700,-0.30626319674775004
2023-01-19,GOOGL,92.4126205444336,37000400,0.29789235287656385
2023-01-19,JNJ,155.7333984375,6939500,-0.010107391358663639
2023-01-19,JPM,126.0730209350586,13303400,-0.06690764630382712
2023-01-19,META,135.31582641601562,28625200,0.23456385284662246
2023-01-19,MSFT,226.93821716308597,28623000,-0.6363190946285613
2023-01-19,NVDA,16.749168395996094,452932000,-0.02251627735261406
2023-01-19,SPY,374.6900939941406,86958900,
2023-01-19,TSLA,127.16999816894533,170291900,-0.17761303912848234
2023-01-19,V,215.9110412597656,4853100,0.0016167648136615753
2023-01-20,AAPL,135.95262145996094,80223600,0.024311611719895154
2023-01-20,AMZN,97.25,67481500,-0.09490944088126223
2023-01-20,GOOGL,97.34857177734376,63191100,-0.3039544872008264
2023-01-20,JNJ,155.00767517089844,8620600,0.28771679792553184
2023-01-20,JPM,126.38175201416016,13092500,0.20164242666214705
