date,ticker,title,description,url,source,domain,provider
2024-07-01,AAPL,AI - focused tech firms see big jump in market cap in June,https://www.oann.com/wp-content/uploads/2023/09/OJ6RB57N3BKQNDG26KTFPTWSOQ.jpg,https://www.oann.com/tech/ai-focused-tech-firms-see-big-jump-in-market-cap-in-june/,oann.com,www.oann.com,gdelt
2024-07-01,AAPL,Apple Vision Pro Might Get Apple Intelligence : Bloomberg,,https://forextv.com/forex-analysis/apples-vision-pro-might-get-apple-intelligence-bloomberg/,forextv.com,forextv.com,gdelt
2024-07-01,AAPL,華爾街日報 》 今夏蘋果產品選購指南 ： 想買iPhone的果粉先忍忍 - 風傳媒,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2024/07/01/20240701-103352_U1085_M965837_a2a8.jpeg?JdlBjGEo2bGFL6r5mffRb.R72ZDLx0dS&itok=IQQIkJ3I,https://www.storm.mg/article/5176124,storm.mg,www.storm.mg,gdelt
2024-07-01,AAPL,أبل تخطط لإضافة كاميرا إلى سماعات آيربودز بتقنية الأشعة تحت الحمراء,https://www.iraqakhbar.com/wp-content/uploads/2024/07/1720241314800_3434.jpg,https://www.iraqakhbar.com/4283867,iraqakhbar.com,www.iraqakhbar.com,gdelt
2024-07-01,AAPL,Oppenheimer Increases Apple ( NASDAQ : AAPL ) Price Target to $250 . 00,,https://www.modernreaders.com/news/2024/07/01/oppenheimer-increases-apple-nasdaqaapl-price-target-to-250-00.html,modernreaders.com,www.modernreaders.com,gdelt
2024-07-01,AAPL,"Where Do Nvidia , GameStop , Tesla , Apple Rank Among Top 10 Most Searched Tickers On Benzinga Pro In June ? ",https://cdn.benzinga.com/files/images/story/2024/07/01/untitled_1.jpeg?&fit=crop,https://www.benzinga.com/top-stories/24/07/39579249/exclusive-top-10-most-searched-tickers-on-benzinga-pro-in-june-where-do-nvidia-gamestop-tesla-apple,benzinga.com,www.benzinga.com,gdelt
2024-07-01,AMZN,Amazon : Hold For A Clear Breakout Above The Resistance Zone ( NASDAQ : AMZN ) ,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1452541809/image_1452541809.jpg?io=getty-c-w1536,https://seekingalpha.com/article/4701698-amazon-hold-for-a-clear-breakout-above-the-resistance-zone,seekingalpha.com,seekingalpha.com,gdelt
2024-07-01,AMZN,"RMR Wealth Builders Has $12 . 07 Million Holdings in Amazon . com , Inc . ( NASDAQ : AMZN ) ",,https://www.tickerreport.com/banking-finance/12223018/rmr-wealth-builders-has-12-07-million-holdings-in-amazon-com-inc-nasdaqamzn.html,tickerreport.com,www.tickerreport.com,gdelt
2024-07-01,AMZN,"Amazon Web Services Focuses On The Future , Anticipating AI Challenges Years In Advance To Deliver  True Value  For Customers - Amazon . com ( NASDAQ : AMZN ) ",https://cdn.benzinga.com/files/images/story/2024/07/01/Amazon-AmazonWebServices.jpeg?&fit=crop,https://www.benzinga.com/news/24/07/39586197/amazon-web-services-focuses-on-the-future-anticipating-ai-challenges-years-in-advance-to-deliver-tru,benzinga.com,www.benzinga.com,gdelt
2024-07-01,GOOGL,"Register Financial Advisors LLC Has $366 , 000 Stock Position in Alphabet Inc . ( NASDAQ : GOOGL ) ",,https://www.tickerreport.com/banking-finance/12223033/register-financial-advisors-llc-has-366000-stock-position-in-alphabet-inc-nasdaqgoogl.html,tickerreport.com,www.tickerreport.com,gdelt
