date,ticker,title,description,url,source,domain,provider
2023-08-01,AAPL,Apple Inc . stock outperforms market despite losses on the day,https://images.mktw.net/im-213861/social,https://www.marketwatch.com/data-news/apple-inc-stock-underperforms-tuesday-when-compared-to-competitors-788a4954-756c6f0ccfae-6f2cf96d79c5,marketwatch.com,www.marketwatch.com,gdelt
2023-08-01,AAPL,Apple Inc . stock underperforms Tuesday when compared to competitors,https://images.mktw.net/im-213861/social,https://www.marketwatch.com/data-news/apple-inc-stock-underperforms-tuesday-when-compared-to-competitors-788a4954-756c6f0ccfae,marketwatch.com,www.marketwatch.com,gdelt
2023-08-01,AAPL,Alphabet Google reorganizes Assistant unit,https://s.wsj.net/public/resources/MWimages/MW-GP644_MicroS_ZG_20180906154215.jpg,https://www.marketwatch.com/story/alphabets-google-reorganizes-assistant-unit-a5025145,marketwatch.com,www.marketwatch.com,gdelt
2023-08-01,AAPL,Earnings Outlook : Apple is about to lead Wall Street on its annual scavenger hunt,https://c.biztoc.com/p/335ac4c5c60ea415/s.webp,https://biztoc.com/x/335ac4c5c60ea415,biztoc.com,biztoc.com,gdelt
2023-08-01,AAPL,Apple SOS Via Satellite iPhone Feature Helps Defy Connectivity Challenges As Canadians Battle Wildfires,https://c.biztoc.com/p/2219671d9b3d9532/s.webp,https://biztoc.com/x/2219671d9b3d9532,biztoc.com,biztoc.com,gdelt
2023-08-01,AAPL,How To Enable Crash Detection On iPhone And Apple Watch - Apple ( NASDAQ : AAPL ) ,https://cdn.benzinga.com/files/images/story/2023/Photo_courtesy:_Apple_1.jpeg?&fit=crop,https://www.benzinga.com/news/23/08/33484644/how-to-enable-crash-detection-on-iphone-and-apple-watch,benzinga.com,www.benzinga.com,gdelt
2023-08-01,AAPL,Apple Q3 results : A critical moment amid high expectations,https://cdn.proactiveinvestors.com/eyJidWNrZXQiOiJwYS1jZG4iLCJrZXkiOiJ1cGxvYWRcL05ld3NcL0ltYWdlXC8yMDIzXzA4XC8yMDIzLTA4LTAxLTE2LTE3LTAyLWEwYTZiZjU0MTdhZGNiMDBmOTRmYjI3YWU4OGYwNjAzLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTIwMCwiaGVpZ2h0Ijo2MzAsImZpdCI6ImNvdmVyIn19fQ==,https://www.proactiveinvestors.com/companies/news/1022323/apple-s-q3-results-a-critical-moment-amid-high-expectations-1022323.html,proactiveinvestors.com,www.proactiveinvestors.com,gdelt
2023-08-01,AAPL,"Tuesday Top Analyst Upgrades and Downgrades : Adobe , Airbnb , Apple , Carvana , Chevron , Expedia , GE Healthcare , Salesforce , Valero Energy , Wayfair and More – 24 / 7 Wall St . ",https://247wallst.com/wp-content/uploads/2020/04/imageForEntry1-Qgh.jpg,https://247wallst.com/investing/2023/08/01/tuesdays-top-upgrades-and-downgrades-adobe-airbnb-apple-capri-carvana-chevron-expedia-ge-healthcare-monster-beverage-nutrien-salesforce-tencent-music-valero-energy-wayfair/,247wallst.com,247wallst.com,gdelt
2023-08-01,AAPL,U . S . AAA debt rating gets a downgrade by Fitch ; credit agency sees U . S . economy likely to slip into recession,https://images.mktw.net/im-827953/social,https://www.marketwatch.com/story/u-s-aaa-debt-rating-gets-a-downgrade-by-fitch-credit-agency-sees-u-s-economy-likely-to-slip-into-recession-3bc4e22b,marketwatch.com,www.marketwatch.com,gdelt
2023-08-01,AMZN,Amazon ( AMZN ) August weekly implied volatility increases into quarter results,http://www.streetinsider.com/https://www.streetinsider.com/images/summaries/63/resize_amazon_5a1feeb0355a5.jpg,https://www.streetinsider.com/Option+EPS+Action/Amazon+(AMZN)+August+weekly+implied+volatility+increases+into+quarter+results/21978817.html,streetinsider.com,www.streetinsider.com,gdelt
