date,ticker,title,description,url,source,domain,provider
2023-11-01,AAPL,Apple  Shot On iPhone  Illusion : The Expensive Reality Behind the  Scary Fast  Event,https://c.biztoc.com/p/08b5060a598632ad/s.webp,https://biztoc.com/x/08b5060a598632ad,biztoc.com,biztoc.com,gdelt
2023-11-01,AAPL,"Apple Weather App Cant Handle Snow : Bug Shows A File Icon , And People Are Making Fun Of It - Apple ( NASDAQ : AAPL ) ",https://cdn.benzinga.com/files/images/story/2023/Apple_Weather_app.png?&fit=crop,https://www.benzinga.com/news/23/11/35533616/apple-weather-app-cant-handle-snow-bug-shows-a-file-icon-and-people-are-making-fun-of-it,benzinga.com,www.benzinga.com,gdelt
2023-11-01,AAPL,華爾街日報 》 中國繼續敲打富士康 ， 恐讓外國製造商加速撤離中國 - 風傳媒,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2023/10/29/20231029-044031_U29102_M901759_75d4.jpg?itok=3e9ZvKlv,https://www.storm.mg/article/4892051,storm.mg,www.storm.mg,gdelt
2023-11-01,AAPL,No passive income at 50 ? Id use these 3 Warren Buffett tips to build wealth,https://www.fool.com.au/wp-content/uploads/2021/11/GettyImages-1270402638-1-1200x675.jpg,https://www.fool.com.au/2023/11/01/no-passive-income-at-50-id-use-these-3-warren-buffett-tips-to-build-wealth/,fool.com.au,www.fool.com.au,gdelt
2023-11-01,AAPL,  ชิป M3  สะท้อนอนาคตของแอปเปิลอย่างไร ? ,https://news.thaipbs.or.th/media/cO5LQCNTWk1ly8KThGkeG1SrgUEysjkhrYwqFr0g4rHIKJpps7VDC9z.jpg,https://www.thaipbs.or.th/news/content/333407,thaipbs.or.th,www.thaipbs.or.th,gdelt
2023-11-01,AAPL,陳揆稱 「 核電是綠電 」 經長 ： RE100 、 蘋果未將核電納入綠電 | 財經焦點 | 產經,https://uc.udn.com.tw/photo/2023/11/01/2/26735339.jpg,https://udn.com/news/story/7238/7543498,udn.com,udn.com,gdelt
2023-11-01,AAPL,"Apple Watch ( AAPL ) to Get Plans Hypertension , Sleep Apnea Detection",https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i5iDp8mz3tqA/v1/1200x799.jpg,https://www.bloomberg.com/news/articles/2023-11-01/apple-plans-hypertension-sleep-apnea-detection-for-next-watch,bloomberg.com,www.bloomberg.com,gdelt
2023-11-01,AAPL,Apple Loses Bid to Shut Down united kingdom iPhone Class Action Suit,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i27VHs0WFeMQ/v1/1200x800.jpg,https://www.bloomberg.com/news/articles/2023-11-01/apple-loses-bid-to-shut-down-uk-iphone-class-action-suit,bloomberg.com,www.bloomberg.com,gdelt
2023-11-01,AMZN,"Amazon Stock Outperformed The Q3 Estimates , What Next ? ",https://imageio.forbes.com/specials-images/imageserve/6541e83ec5f01306362da2ac/0x0.jpg?format=jpg,https://www.forbes.com/sites/greatspeculations/2023/11/01/amazon-stock-outperformed-the-q3-estimates-whats-next/,forbes.com,www.forbes.com,gdelt
2023-11-01,AMZN,"After Earnings , Is Amazon Stock a Buy , a Sell , or Fairly Valued ? ",https://morningstar-morningstar-prod.web.arc-cdn.net/resizer/K7x7FnvO7Mq4zWsNPcU8b-CWtGw=/1200x675/smart/filters:no_upscale()/cloudfront-us-east-1.images.arcpublishing.com/morningstar/I53I52PGOBAHLOFRMZXFRK5HDA.jpg,https://www.morningstar.com/stocks/after-earnings-is-amazon-stock-buy-sell-or-fairly-valued-2,morningstar.com,www.morningstar.com,gdelt
2023-11-01,AMZN,"AIA Group Ltd Buys 16 , 598 Shares of Amazon . com , Inc . ( NASDAQ : AMZN ) ",,https://www.defenseworld.net/2023/11/01/aia-group-ltd-buys-16598-shares-of-amazon-com-inc-nasdaqamzn.html,defenseworld.net,www.defenseworld.net,gdelt
